Employee_ID,Department,Hire_Year,Salary_Band,Annual_Salary,Remote_Work,Tenure_Years,Manager_Satisfaction,Promotions_Last_5_Years,Overtime_Hours_Per_Month,Attrition
EMP-16979,Sales,2020,Mid Level,82930,Hybrid,4,5.0,0,9,Yes
EMP-16980,Engineering,2011,Entry Level,48538,Fully Remote,13,1.0,0,11,Yes
EMP-16981,Engineering,2017,Mid Level,80266,Hybrid,7,2.0,0,14,No
EMP-16982,Marketing,2014,Senior,127070,Never,10,5.0,0,42,No
EMP-16983,Engineering,2018,Senior,129924,Never,6,4.0,0,9,Yes
EMP-16984,HR,2022,Entry Level,49455,Never,2,5.0,0,22,Yes
EMP-16985,HR,2020,Entry Level,48883,Fully Remote,4,2.0,0,1,Yes
EMP-16986,Marketing,2023,Entry Level,54215,Hybrid,1,4.0,0,3,No
EMP-16987,Engineering,2018,Senior,134910,Hybrid,6,1.0,0,2,Yes
EMP-16988,Engineering,2013,Entry Level,45512,Fully Remote,11,3.0,0,18,No
EMP-16989,Engineering,2017,Mid Level,83175,Hybrid,7,3.0,1,22,No
EMP-16990,HR,2013,Entry Level,51518,Hybrid,11,3.0,1,2,No
EMP-16991,Engineering,2022,Senior,129875,Hybrid,2,3.0,2,16,No
EMP-16992,Engineering,2020,Entry Level,47601,Never,4,5.0,0,1,No
EMP-16993,Engineering,2018,Entry Level,48504,Fully Remote,6,5.0,0,2,No
EMP-16994,Marketing,2018,Entry Level,51357,Hybrid,6,2.0,0,17,Yes
EMP-16995,Sales,2023,Mid Level,81081,Never,1,5.0,0,3,No
EMP-16996,Marketing,2020,Entry Level,48322,Hybrid,4,4.0,0,4,No
EMP-16997,Finance,2016,Executive,204229,Fully Remote,8,5.0,1,21,No
EMP-16998,Engineering,2013,Entry Level,51460,Hybrid,11,2.0,1,1,Yes
EMP-16999,Engineering,2017,Mid Level,81809,Fully Remote,7,4.0,0,6,No
EMP-17000,Marketing,2013,Mid Level,89819,Fully Remote,11,3.0,0,16,No
EMP-17001,Finance,2013,Entry Level,54608,Hybrid,11,5.0,0,26,Yes
EMP-17002,Engineering,2020,Entry Level,51743,Hybrid,4,5.0,0,10,No
EMP-17003,Engineering,2015,Entry Level,52512,Fully Remote,9,2.0,1,7,Yes
EMP-17004,Engineering,2021,Entry Level,49230,Never,3,4.0,0,8,No
EMP-17005,Sales,2012,Mid Level,85140,Hybrid,12,1.0,0,8,No
EMP-17006,Sales,2013,Entry Level,49512,Fully Remote,11,5.0,0,8,Yes
EMP-17007,Engineering,2023,Entry Level,52819,Fully Remote,1,,2,16,Yes
EMP-17008,Sales,2015,Mid Level,83739,Hybrid,9,3.0,0,69,No
EMP-17009,Marketing,2019,Senior,133004,Fully Remote,5,1.0,0,1,No
EMP-17010,Engineering,2012,Entry Level,48659,Hybrid,12,1.0,0,3,Yes
EMP-17011,Finance,2018,Senior,125704,Hybrid,6,4.0,0,35,No
EMP-17012,Finance,2010,Mid Level,86867,Hybrid,14,4.0,0,2,No
EMP-17013,Marketing,2016,Entry Level,45039,Fully Remote,8,2.0,0,24,Yes
EMP-17014,Sales,2020,Mid Level,85465,Hybrid,4,1.0,1,5,No
EMP-17015,Sales,2020,Mid Level,87934,Hybrid,4,1.0,0,0,No
EMP-17016,Engineering,2016,Entry Level,51466,Fully Remote,8,5.0,0,4,No
EMP-17017,Engineering,2020,Mid Level,86697,Hybrid,4,3.0,1,48,No
EMP-17018,Engineering,2012,Entry Level,48984,Hybrid,12,4.0,0,7,Yes
EMP-17019,HR,2017,Mid Level,85815,Fully Remote,7,1.0,1,10,No
EMP-17020,Engineering,2019,Senior,134460,Hybrid,5,1.0,1,8,No
EMP-17021,Engineering,2016,Entry Level,45091,Hybrid,8,4.0,1,8,No
EMP-17022,Sales,2022,Executive,202310,Hybrid,2,5.0,1,5,No
EMP-17023,Sales,2014,Senior,126061,Hybrid,10,5.0,1,29,No
EMP-17024,Sales,2014,Mid Level,81324,Never,10,4.0,0,8,Yes
EMP-17025,Sales,2010,Mid Level,80752,Never,14,5.0,0,7,Yes
EMP-17026,Sales,2023,Senior,129439,Hybrid,1,3.0,1,17,No
EMP-17027,Sales,2017,Entry Level,50878,Hybrid,7,4.0,2,24,No
EMP-17028,Finance,2015,Senior,131332,Hybrid,9,4.0,0,8,No
EMP-17029,HR,2010,Entry Level,45961,Hybrid,14,5.0,0,0,No
EMP-17030,Engineering,2023,Senior,134063,Fully Remote,1,1.0,0,33,No
EMP-17031,Sales,2011,Mid Level,87444,Fully Remote,13,3.0,0,22,No
EMP-17032,Engineering,2019,Mid Level,81881,Hybrid,5,3.0,0,9,No
EMP-17033,Marketing,2023,Executive,200545,Hybrid,1,5.0,0,18,No
EMP-17034,Engineering,2013,Mid Level,88696,Hybrid,11,1.0,2,17,No
EMP-17035,Sales,2010,Senior,133495,Never,14,2.0,0,25,Yes
EMP-17036,HR,2015,Entry Level,48719,Hybrid,9,4.0,0,34,Yes
EMP-17037,Sales,2013,Entry Level,51542,Hybrid,11,2.0,0,3,No
EMP-17038,Sales,2014,Executive,197616,Hybrid,10,2.0,0,9,Yes
EMP-17039,Engineering,2010,Entry Level,45751,Never,14,3.0,0,20,Yes
EMP-17040,Engineering,2012,Senior,127004,Hybrid,12,4.0,1,19,No
EMP-17041,Finance,2020,Entry Level,45079,Never,4,1.0,0,37,Yes
EMP-17042,Engineering,2019,Mid Level,81518,Never,5,1.0,0,1,Yes
EMP-17043,Finance,2015,Mid Level,86319,Fully Remote,9,3.0,0,1,No
EMP-17044,Engineering,2016,Mid Level,88660,Never,8,2.0,0,20,No
EMP-17045,Sales,2023,Entry Level,54964,Fully Remote,1,4.0,0,12,No
EMP-17046,Engineering,2011,Mid Level,86800,Hybrid,13,5.0,1,39,No
EMP-17047,Finance,2023,Mid Level,85655,Never,1,3.0,1,41,No
EMP-17048,Engineering,2013,Senior,126852,Never,11,2.0,0,21,No
EMP-17049,Sales,2018,Entry Level,53370,Fully Remote,6,3.0,0,6,No
EMP-17050,Engineering,2012,Mid Level,81393,Hybrid,12,2.0,0,0,Yes
EMP-17051,Engineering,2013,Entry Level,49778,Fully Remote,11,3.0,0,6,No
EMP-17052,Engineering,2018,Senior,130388,Fully Remote,6,2.0,0,3,Yes
EMP-17053,Engineering,2022,Mid Level,83692,Hybrid,2,2.0,2,12,No
EMP-17054,Finance,2012,Mid Level,84672,Fully Remote,12,2.0,0,1,Yes
EMP-17055,Sales,2013,Executive,203139,Hybrid,11,2.0,0,18,No
EMP-17056,Engineering,2021,Entry Level,51687,Fully Remote,3,4.0,0,25,Yes
EMP-17057,Engineering,2013,Entry Level,54656,Fully Remote,11,1.0,0,5,Yes
EMP-17058,Engineering,2015,Entry Level,47571,Hybrid,9,1.0,0,30,No
EMP-17059,Finance,2020,Mid Level,83762,Hybrid,4,4.0,1,1,No
EMP-17060,Sales,2020,Mid Level,88380,Hybrid,4,3.0,1,9,No
EMP-17061,Engineering,2017,Entry Level,54050,Hybrid,7,,0,28,No
EMP-17062,Engineering,2016,Mid Level,80344,Fully Remote,8,2.0,0,5,Yes
EMP-17063,Sales,2020,Entry Level,46819,Fully Remote,4,4.0,0,3,Yes
EMP-17064,Sales,2016,Entry Level,48620,Hybrid,8,2.0,2,24,Yes
EMP-17065,Engineering,2018,Entry Level,48178,Never,6,3.0,0,23,Yes
EMP-17066,Sales,2012,Mid Level,86602,Never,12,1.0,0,12,No
EMP-17067,Sales,2018,Mid Level,85246,Hybrid,6,1.0,2,5,Yes
EMP-17068,Marketing,2018,Executive,204095,Hybrid,6,4.0,0,0,No
EMP-17069,Engineering,2012,Executive,203629,Never,12,4.0,0,16,No
EMP-17070,Engineering,2022,Entry Level,54795,Hybrid,2,5.0,0,8,No
EMP-17071,Marketing,2021,Executive,200786,Hybrid,3,5.0,0,1,Yes
EMP-17072,Sales,2012,Entry Level,48700,Hybrid,12,2.0,0,19,Yes
EMP-17073,Engineering,2019,Mid Level,87188,Fully Remote,5,,0,3,No
EMP-17074,Engineering,2018,Mid Level,86860,Never,6,3.0,0,6,No
EMP-17075,Engineering,2014,Mid Level,81140,Hybrid,10,2.0,0,27,Yes
EMP-17076,Engineering,2012,Mid Level,86346,Never,12,2.0,0,4,Yes
EMP-17077,Sales,2016,Mid Level,81158,Hybrid,8,3.0,0,42,No
EMP-17078,Engineering,2023,Mid Level,83840,Never,1,3.0,1,12,No
EMP-17079,HR,2018,Entry Level,52127,Fully Remote,6,5.0,1,0,No
EMP-17080,Finance,2018,Entry Level,51043,Fully Remote,6,3.0,1,8,No
EMP-17081,Finance,2012,Mid Level,80535,Hybrid,12,4.0,0,44,Yes
EMP-17082,Engineering,2019,Mid Level,85217,Hybrid,5,4.0,0,10,No
EMP-17083,Marketing,2023,Entry Level,53301,Hybrid,1,3.0,2,30,No
EMP-17084,Engineering,2016,Mid Level,84375,Hybrid,8,2.0,1,20,Yes
EMP-17085,Finance,2022,Entry Level,54022,Never,2,2.0,0,6,Yes
EMP-17086,Sales,2022,Executive,203779,Hybrid,2,2.0,1,15,Yes
EMP-17087,Finance,2019,Mid Level,84611,Hybrid,5,5.0,0,24,No
EMP-17088,Engineering,2018,Mid Level,80661,Fully Remote,6,1.0,0,0,No
EMP-17089,Marketing,2023,Mid Level,81686,Hybrid,1,2.0,1,32,No
EMP-17090,Sales,2015,Executive,202629,Hybrid,9,2.0,1,7,Yes
EMP-17091,Finance,2010,Entry Level,52018,Hybrid,14,4.0,0,18,No
EMP-17092,Sales,2021,Mid Level,89696,Never,3,3.0,1,25,No
EMP-17093,Finance,2015,Mid Level,82193,Hybrid,9,5.0,0,0,Yes
EMP-17094,Marketing,2017,Senior,129150,Hybrid,7,1.0,0,13,Yes
EMP-17095,Engineering,2015,Mid Level,89360,Hybrid,9,5.0,0,2,No
EMP-17096,HR,2015,Entry Level,50800,Hybrid,9,3.0,1,10,No
EMP-17097,Sales,2017,Mid Level,87195,Fully Remote,7,5.0,1,16,No
EMP-17098,Engineering,2023,Entry Level,48544,Hybrid,1,,2,3,No
EMP-17099,Sales,2013,Mid Level,81160,Never,11,5.0,1,11,Yes
EMP-17100,Sales,2019,Senior,127725,Hybrid,5,1.0,0,8,Yes
EMP-17101,Sales,2013,Mid Level,81361,Fully Remote,11,1.0,0,7,No
EMP-17102,Sales,2013,Mid Level,85612,Hybrid,11,1.0,1,2,No
EMP-17103,Sales,2014,Executive,197039,Hybrid,10,2.0,0,13,No
EMP-17104,Marketing,2018,Mid Level,80512,Fully Remote,6,2.0,0,7,No
EMP-17105,Engineering,2015,Senior,134469,Hybrid,9,5.0,0,18,No
EMP-17106,Engineering,2014,Mid Level,82071,Hybrid,10,1.0,1,5,No
EMP-17107,Engineering,2017,Entry Level,51893,Never,7,2.0,1,9,Yes
EMP-17108,Engineering,2016,Entry Level,54184,Hybrid,8,5.0,0,12,Yes
EMP-17109,Finance,2018,Entry Level,47845,Never,6,3.0,2,4,No
EMP-17110,Sales,2018,Entry Level,51654,Hybrid,6,5.0,0,6,No
EMP-17111,Sales,2012,Entry Level,52377,Hybrid,12,3.0,0,30,No
EMP-17112,Finance,2013,Mid Level,82665,Hybrid,11,3.0,0,12,Yes
EMP-17113,Sales,2020,Mid Level,88464,Never,4,2.0,1,113,Yes
EMP-17114,Engineering,2017,Mid Level,86297,Never,7,1.0,0,29,No
EMP-17115,Finance,2012,Senior,127039,Hybrid,12,3.0,0,14,No
EMP-17116,Engineering,2020,Mid Level,87647,Hybrid,4,3.0,0,30,No
EMP-17117,Engineering,2013,Senior,129196,Hybrid,11,2.0,1,12,Yes
EMP-17118,Engineering,2019,Mid Level,89920,Never,5,1.0,0,20,Yes
EMP-17119,Engineering,2021,Mid Level,88443,Hybrid,3,2.0,0,9,No
EMP-17120,Marketing,2014,Executive,202688,Hybrid,10,1.0,0,1,No
EMP-17121,Marketing,2015,Executive,204054,Hybrid,9,4.0,0,0,No
EMP-17122,Engineering,2013,Entry Level,50231,Hybrid,11,2.0,1,28,Yes
EMP-17123,Engineering,2022,Mid Level,88160,Hybrid,2,1.0,2,3,No
EMP-17124,Marketing,2017,Mid Level,85356,Hybrid,7,4.0,0,9,No
EMP-17125,Engineering,2019,Entry Level,46028,Hybrid,5,5.0,0,1,Yes
EMP-17126,Finance,2022,Mid Level,88951,Hybrid,2,2.0,2,10,No
EMP-17127,Sales,2016,Entry Level,54921,Fully Remote,8,,1,8,No
EMP-17128,Marketing,2019,Entry Level,46636,Hybrid,5,1.0,0,7,Yes
EMP-17129,Marketing,2018,Entry Level,53883,Hybrid,6,3.0,0,25,No
EMP-17130,Sales,2013,Mid Level,83232,Never,11,5.0,0,2,Yes
EMP-17131,Sales,2020,Mid Level,88444,Never,4,2.0,1,8,No
EMP-17132,Engineering,2010,Entry Level,54307,Hybrid,14,2.0,1,1,Yes
EMP-17133,Marketing,2015,Entry Level,54538,Hybrid,9,2.0,0,9,Yes
EMP-17134,Marketing,2015,Entry Level,48261,Hybrid,9,5.0,0,1,No
EMP-17135,Engineering,2016,Senior,129530,Hybrid,8,3.0,2,9,No
EMP-17136,Marketing,2012,Mid Level,82627,Hybrid,12,3.0,0,11,No
EMP-17137,Sales,2012,Entry Level,49191,Hybrid,12,1.0,0,0,Yes
EMP-17138,Engineering,2014,Entry Level,45563,Hybrid,10,1.0,0,4,Yes
EMP-17139,Engineering,2015,Entry Level,53415,Hybrid,9,1.0,0,0,Yes
EMP-17140,Engineering,2012,Mid Level,85097,Never,12,5.0,0,1,Yes
EMP-17141,Marketing,2023,Entry Level,53445,Hybrid,1,5.0,0,31,Yes
EMP-17142,Sales,2022,Senior,134870,Never,2,5.0,0,29,Yes
EMP-17143,Engineering,2017,Mid Level,86547,Hybrid,7,5.0,0,3,Yes
EMP-17144,HR,2023,Mid Level,89507,Hybrid,1,5.0,0,9,No
EMP-17145,Sales,2020,Entry Level,52869,Fully Remote,4,2.0,1,7,No
EMP-17146,Finance,2021,Entry Level,52921,Hybrid,3,3.0,0,44,No
EMP-17147,HR,2020,Entry Level,53294,Fully Remote,4,1.0,0,1,Yes
EMP-17148,Sales,2022,Entry Level,46976,Hybrid,2,4.0,1,9,No
EMP-17149,Marketing,2020,Mid Level,88713,Never,4,3.0,1,41,Yes
EMP-17150,Engineering,2016,Entry Level,52642,Hybrid,8,1.0,0,6,Yes
EMP-17151,Marketing,2020,Senior,134547,Fully Remote,4,4.0,1,10,No
EMP-17152,Engineering,2012,Entry Level,51946,Never,12,3.0,0,6,Yes
EMP-17153,Engineering,2012,Senior,131220,Never,12,2.0,1,1,No
EMP-17154,Sales,2021,Entry Level,45730,Hybrid,3,3.0,0,2,No
EMP-17155,Marketing,2019,Mid Level,81217,Hybrid,5,2.0,0,4,No
EMP-17156,Sales,2019,Entry Level,53225,Fully Remote,5,5.0,0,2,Yes
EMP-17157,Engineering,2019,Entry Level,48757,Hybrid,5,1.0,1,17,No
EMP-17158,Engineering,2020,Senior,134869,Hybrid,4,2.0,0,28,No
EMP-17159,Sales,2014,Executive,202054,Hybrid,10,2.0,0,5,Yes
EMP-17160,Sales,2018,Mid Level,87886,Hybrid,6,5.0,0,31,Yes
EMP-17161,Sales,2017,Mid Level,87886,Hybrid,7,4.0,0,5,No
EMP-17162,Sales,2023,Entry Level,52615,Hybrid,1,1.0,2,38,Yes
EMP-17163,Engineering,2017,Senior,130569,Hybrid,7,3.0,0,26,Yes
EMP-17164,Sales,2017,Mid Level,84247,Hybrid,7,4.0,1,11,No
EMP-17165,Engineering,2022,Executive,204096,Hybrid,2,2.0,0,2,Yes
EMP-17166,Sales,2014,Mid Level,84573,Never,10,2.0,0,13,No
EMP-17167,HR,2015,Mid Level,83233,Hybrid,9,5.0,1,22,No
EMP-17168,Engineering,2018,Mid Level,86972,Hybrid,6,3.0,0,31,Yes
EMP-17169,Engineering,2016,Mid Level,86941,Hybrid,8,3.0,0,0,No
EMP-17170,Engineering,2023,Mid Level,88906,Hybrid,1,2.0,0,45,No
EMP-17171,Engineering,2019,Entry Level,52880,Fully Remote,5,3.0,1,14,No
EMP-17172,Sales,2019,Entry Level,48662,Hybrid,5,1.0,0,29,Yes
EMP-17173,Engineering,2010,Mid Level,81609,Hybrid,14,1.0,1,23,Yes
EMP-17174,Sales,2014,Mid Level,82462,Hybrid,10,2.0,0,34,Yes
EMP-17175,Engineering,2022,Mid Level,83293,Hybrid,2,2.0,0,2,Yes
EMP-17176,Sales,2020,Mid Level,80715,Never,4,3.0,0,38,Yes
EMP-17177,Engineering,2017,Entry Level,48977,Never,7,5.0,2,30,No
EMP-17178,Sales,2018,Mid Level,89179,Hybrid,6,3.0,1,0,No
EMP-17179,Engineering,2016,Senior,134541,Fully Remote,8,4.0,0,11,No
EMP-17180,Marketing,2018,Mid Level,83743,Never,6,4.0,0,0,Yes
EMP-17181,Engineering,2015,Mid Level,82378,Hybrid,9,2.0,1,6,No
EMP-17182,Marketing,2022,Mid Level,83550,Hybrid,2,5.0,1,8,No
EMP-17183,Marketing,2017,Mid Level,89825,Hybrid,7,1.0,0,28,Yes
EMP-17184,Engineering,2010,Entry Level,54006,Fully Remote,14,3.0,0,9,No
EMP-17185,Finance,2020,Entry Level,53765,Hybrid,4,,0,11,Yes
EMP-17186,Finance,2017,Mid Level,82795,Fully Remote,7,3.0,0,32,Yes
EMP-17187,Sales,2017,Mid Level,83177,Hybrid,7,2.0,1,6,Yes
EMP-17188,Sales,2016,Mid Level,83982,Hybrid,8,1.0,0,16,Yes
EMP-17189,Engineering,2011,Entry Level,45308,Hybrid,13,3.0,0,51,No
EMP-17190,Sales,2011,Entry Level,53985,Never,13,3.0,0,10,No
EMP-17191,Marketing,2022,Senior,128170,Hybrid,2,5.0,1,11,Yes
EMP-17192,Marketing,2015,Mid Level,80236,Hybrid,9,1.0,0,40,Yes
EMP-17193,Sales,2010,Entry Level,51134,Hybrid,14,2.0,0,7,Yes
EMP-17194,Sales,2019,Entry Level,46519,Never,5,1.0,1,2,Yes
EMP-17195,Finance,2016,Senior,125414,Fully Remote,8,5.0,1,18,No
EMP-17196,Sales,2015,Mid Level,80205,Hybrid,9,2.0,0,15,Yes
EMP-17197,Sales,2015,Mid Level,85352,Hybrid,9,5.0,2,3,No
EMP-17198,Finance,2019,Senior,133639,Fully Remote,5,1.0,0,4,No
EMP-17199,Engineering,2012,Entry Level,51967,Fully Remote,12,4.0,0,2,Yes
EMP-17200,HR,2019,Senior,127158,Hybrid,5,2.0,1,6,No
EMP-17201,Finance,2020,Executive,201993,Hybrid,4,2.0,1,21,Yes
EMP-17202,Engineering,2023,Mid Level,89786,Fully Remote,1,,2,39,No
EMP-17203,Sales,2011,Entry Level,53161,Hybrid,13,3.0,1,1,No
EMP-17204,Marketing,2016,Entry Level,45807,Hybrid,8,5.0,0,2,No
EMP-17205,Engineering,2018,Entry Level,46469,Hybrid,6,2.0,0,4,No
EMP-17206,Marketing,2015,Entry Level,52957,Fully Remote,9,2.0,0,8,Yes
EMP-17207,Sales,2011,Mid Level,87064,Never,13,5.0,2,19,No
EMP-17208,Sales,2019,Mid Level,85984,Fully Remote,5,3.0,0,19,No
EMP-17209,Sales,2015,Entry Level,46428,Hybrid,9,4.0,0,28,No
EMP-17210,Marketing,2013,Entry Level,50647,Hybrid,11,1.0,0,48,Yes
EMP-17211,Sales,2019,Entry Level,45010,Never,5,4.0,0,0,Yes
EMP-17212,Sales,2018,Entry Level,49800,Hybrid,6,5.0,1,11,No
EMP-17213,Marketing,2011,Mid Level,82045,Fully Remote,13,5.0,0,21,No
EMP-17214,Engineering,2011,Senior,134485,Never,13,4.0,0,31,No
EMP-17215,Engineering,2016,Mid Level,81395,Never,8,5.0,1,1,No
EMP-17216,Engineering,2010,Entry Level,50491,Hybrid,14,1.0,0,0,Yes
EMP-17217,Marketing,2022,Senior,129020,Hybrid,2,1.0,0,18,Yes
EMP-17218,Marketing,2013,Mid Level,84212,Hybrid,11,4.0,1,25,No
EMP-17219,Sales,2019,Mid Level,83799,Fully Remote,5,4.0,0,12,No
EMP-17220,Sales,2015,Entry Level,54142,Hybrid,9,3.0,0,28,No
EMP-17221,Engineering,2019,Entry Level,52962,Fully Remote,5,1.0,1,2,Yes
EMP-17222,Engineering,2015,Entry Level,46460,Fully Remote,9,2.0,2,1,Yes
EMP-17223,Engineering,2011,Entry Level,51430,Never,13,2.0,1,7,Yes
EMP-17224,Sales,2010,Mid Level,80095,Hybrid,14,1.0,0,2,Yes
EMP-17225,Sales,2015,Senior,129635,Never,9,2.0,1,1,Yes
EMP-17226,Engineering,2020,Entry Level,45180,Hybrid,4,2.0,1,2,Yes
EMP-17227,Engineering,2017,Mid Level,85414,Fully Remote,7,1.0,0,1,Yes
EMP-17228,Engineering,2013,Entry Level,48343,Hybrid,11,5.0,1,1,No
EMP-17229,Engineering,2021,Mid Level,82667,Hybrid,3,5.0,1,11,No
EMP-17230,Engineering,2015,Senior,129341,Hybrid,9,1.0,0,0,Yes
EMP-17231,Marketing,2023,Mid Level,84076,Never,1,4.0,1,41,Yes
EMP-17232,Marketing,2021,Mid Level,89381,Hybrid,3,5.0,1,14,No
EMP-17233,Engineering,2019,Entry Level,54116,Hybrid,5,1.0,0,19,Yes
EMP-17234,Sales,2020,Mid Level,89642,Fully Remote,4,3.0,0,5,No
EMP-17235,Sales,2019,Executive,196260,Hybrid,5,4.0,0,24,No
EMP-17236,Marketing,2017,Mid Level,86825,Never,7,2.0,0,7,Yes
EMP-17237,Engineering,2023,Senior,132190,Fully Remote,1,1.0,1,13,No
EMP-17238,Sales,2021,Mid Level,85358,Fully Remote,3,3.0,0,3,No
EMP-17239,Engineering,2017,Mid Level,83993,Never,7,3.0,2,9,No
EMP-17240,Sales,2018,Senior,132449,Hybrid,6,5.0,0,5,No
EMP-17241,HR,2016,Entry Level,53081,Hybrid,8,,0,15,Yes
EMP-17242,Sales,2020,Entry Level,53486,Hybrid,4,2.0,1,3,Yes
EMP-17243,Marketing,2021,Senior,134510,Hybrid,3,1.0,1,18,No
EMP-17244,Sales,2011,Entry Level,54608,Fully Remote,13,5.0,2,32,Yes
EMP-17245,Engineering,2019,Senior,128707,Never,5,2.0,1,68,Yes
EMP-17246,Engineering,2011,Mid Level,80162,Fully Remote,13,4.0,0,8,No
EMP-17247,Engineering,2012,Mid Level,85613,Never,12,3.0,1,14,No
EMP-17248,Finance,2021,Entry Level,54157,Hybrid,3,1.0,1,20,No
EMP-17249,Engineering,2013,Mid Level,88400,Fully Remote,11,5.0,1,2,No
EMP-17250,Engineering,2020,Senior,132330,Hybrid,4,2.0,0,1,Yes
EMP-17251,HR,2018,Entry Level,50948,Hybrid,6,4.0,0,4,No
EMP-17252,Engineering,2014,Executive,195514,Hybrid,10,3.0,0,14,No
EMP-17253,Engineering,2016,Entry Level,51398,Hybrid,8,5.0,0,14,Yes
EMP-17254,Sales,2013,Entry Level,54785,Never,11,5.0,1,25,No
EMP-17255,Sales,2020,Entry Level,47785,Never,4,4.0,0,13,Yes
EMP-17256,Engineering,2014,Mid Level,89304,Never,10,1.0,1,3,No
EMP-17257,Engineering,2020,Entry Level,48609,Never,4,4.0,1,11,No
EMP-17258,Engineering,2012,Mid Level,89963,Hybrid,12,5.0,0,32,Yes
EMP-17259,HR,2020,Senior,131817,Hybrid,4,3.0,0,7,No
EMP-17260,Engineering,2021,Senior,125361,Never,3,4.0,1,2,Yes
EMP-17261,Engineering,2015,Mid Level,80816,Hybrid,9,3.0,2,4,No
EMP-17262,Marketing,2012,Mid Level,80956,Fully Remote,12,1.0,0,8,Yes
EMP-17263,Engineering,2016,Mid Level,89236,Hybrid,8,4.0,1,27,No
EMP-17264,Marketing,2017,Mid Level,82015,Hybrid,7,5.0,0,45,Yes
EMP-17265,Engineering,2022,Mid Level,87831,Never,2,5.0,2,13,No
EMP-17266,Sales,2015,Executive,196902,Fully Remote,9,,0,2,No
EMP-17267,Sales,2014,Entry Level,54340,Fully Remote,10,4.0,0,18,Yes
EMP-17268,Engineering,2020,Mid Level,82228,Hybrid,4,2.0,1,20,No
EMP-17269,Sales,2018,Senior,126991,Fully Remote,6,2.0,1,25,No
EMP-17270,Sales,2016,Mid Level,83499,Never,8,2.0,0,22,No
EMP-17271,Sales,2015,Entry Level,46611,Hybrid,9,4.0,1,23,No
EMP-17272,Engineering,2010,Mid Level,89258,Hybrid,14,5.0,1,13,No
EMP-17273,Sales,2013,Entry Level,52859,Never,11,4.0,1,12,No
EMP-17274,Sales,2016,Mid Level,83462,Fully Remote,8,4.0,0,5,No
EMP-17275,Finance,2017,Entry Level,53205,Fully Remote,7,1.0,1,12,No
EMP-17276,Sales,2020,Entry Level,54862,Fully Remote,4,3.0,1,9,No
EMP-17277,Engineering,2018,Mid Level,82866,Hybrid,6,3.0,1,21,No
EMP-17278,Engineering,2023,Entry Level,45340,Never,1,2.0,2,5,No
EMP-17279,Engineering,2013,Mid Level,88270,Never,11,3.0,1,13,No
EMP-17280,Engineering,2015,Entry Level,52613,Hybrid,9,2.0,2,21,No
EMP-17281,Engineering,2012,Mid Level,85568,Hybrid,12,2.0,0,1,Yes
EMP-17282,Sales,2017,Entry Level,54071,Fully Remote,7,1.0,1,30,Yes
EMP-17283,Sales,2016,Entry Level,54061,Hybrid,8,1.0,0,7,Yes
EMP-17284,Engineering,2014,Mid Level,89423,Hybrid,10,5.0,2,12,No
EMP-17285,Engineering,2021,Entry Level,51758,Fully Remote,3,2.0,0,1,No
EMP-17286,Sales,2023,Entry Level,50483,Hybrid,1,3.0,0,31,Yes
EMP-17287,Sales,2014,Mid Level,81903,Hybrid,10,5.0,2,0,No
EMP-17288,Engineering,2018,Mid Level,88270,Never,6,2.0,1,1,No
EMP-17289,Sales,2019,Mid Level,80055,Never,5,2.0,2,1,No
EMP-17290,Engineering,2021,Mid Level,88497,Fully Remote,3,5.0,0,30,No
EMP-17291,Engineering,2019,Mid Level,80552,Fully Remote,5,,0,8,Yes
EMP-17292,Marketing,2016,Entry Level,46793,Never,8,5.0,0,2,Yes
EMP-17293,Sales,2023,Mid Level,82173,Hybrid,1,1.0,0,6,Yes
EMP-17294,Engineering,2013,Entry Level,49613,Fully Remote,11,3.0,2,4,No
EMP-17295,HR,2011,Entry Level,53450,Hybrid,13,4.0,0,4,No
EMP-17296,Sales,2023,Mid Level,82207,Fully Remote,1,3.0,0,1,No
EMP-17297,Marketing,2012,Mid Level,88382,Hybrid,12,3.0,0,18,No
EMP-17298,Engineering,2010,Entry Level,50826,Hybrid,14,2.0,1,2,Yes
EMP-17299,HR,2019,Senior,128696,Fully Remote,5,4.0,1,3,No
EMP-17300,Sales,2012,Mid Level,87175,Hybrid,12,4.0,2,26,No
EMP-17301,Engineering,2015,Mid Level,83189,Hybrid,9,3.0,1,53,No
EMP-17302,Marketing,2023,Entry Level,48005,Hybrid,1,3.0,0,28,Yes
EMP-17303,Engineering,2020,Entry Level,51394,Hybrid,4,5.0,1,37,No
EMP-17304,Sales,2013,Senior,133790,Hybrid,11,4.0,0,5,No
EMP-17305,Finance,2011,Entry Level,51679,Hybrid,13,4.0,0,35,Yes
EMP-17306,HR,2012,Entry Level,52045,Never,12,2.0,1,5,No
EMP-17307,Marketing,2017,Mid Level,89709,Hybrid,7,4.0,0,0,No
EMP-17308,Engineering,2011,Entry Level,54032,Hybrid,13,5.0,2,26,No
EMP-17309,Sales,2017,Entry Level,51346,Hybrid,7,5.0,2,5,No
EMP-17310,Sales,2010,Mid Level,84816,Hybrid,14,1.0,0,8,Yes
EMP-17311,Engineering,2012,Mid Level,84870,Hybrid,12,4.0,0,15,No
EMP-17312,Sales,2013,Mid Level,84281,Never,11,5.0,2,27,No
EMP-17313,Engineering,2012,Entry Level,48243,Fully Remote,12,5.0,0,1,No
