Employee_ID,Department,Hire_Year,Salary_Band,Annual_Salary,Remote_Work,Tenure_Years,Manager_Satisfaction,Promotions_Last_5_Years,Overtime_Hours_Per_Month,Attrition,Attrition_Probability,Flight_Risk_Tier,Estimated_Cost_of_Turnover
EMP-18953,Finance,2019,Mid Level,88435,Hybrid,5,2.0,0,3,No,0.504638159735904,Medium Risk,17687.0
EMP-18954,HR,2017,Entry Level,53293,Never,7,5.0,0,10,No,0.38786757733286514,Medium Risk,10658.6
EMP-18955,Marketing,2011,Entry Level,51625,Hybrid,13,1.0,0,57,Yes,0.8215723225877218,High Risk,10325.0
EMP-18956,Sales,2013,Entry Level,48761,Hybrid,11,4.0,0,2,No,0.3680290303962355,Medium Risk,9752.2
EMP-18957,Sales,2010,Senior,127051,Fully Remote,14,1.0,1,1,No,0.3339177425469091,Low Risk,25410.2
EMP-18958,Marketing,2011,Mid Level,86938,Fully Remote,13,1.0,1,18,Yes,0.29846323560602717,Low Risk,17387.600000000002
EMP-18959,Sales,2019,Senior,127812,Never,5,3.0,0,12,Yes,0.294964312179326,Low Risk,25562.4
EMP-18960,Engineering,2015,Mid Level,84798,Never,9,1.0,1,10,Yes,0.40286978250060174,Medium Risk,16959.600000000002
EMP-18961,Sales,2011,Mid Level,86612,Never,13,5.0,0,1,Yes,0.3188596584874291,Low Risk,17322.4
EMP-18962,Sales,2016,Mid Level,84482,Hybrid,8,2.0,2,0,No,0.3475703661007936,Low Risk,16896.4
EMP-18963,Engineering,2020,Mid Level,82370,Hybrid,4,1.0,2,16,Yes,0.33248472307584415,Low Risk,16474.0
EMP-18964,Engineering,2018,Entry Level,45631,Fully Remote,6,5.0,0,5,No,0.30886819655937076,Low Risk,9126.2
EMP-18965,Engineering,2016,Mid Level,80958,Fully Remote,8,4.0,0,4,No,0.24990597422112867,Low Risk,16191.6
EMP-18966,Engineering,2023,Entry Level,46314,Never,1,2.0,0,1,Yes,0.5823168617779173,Medium Risk,9262.800000000001
EMP-18967,Marketing,2016,Mid Level,80696,Fully Remote,8,2.0,1,13,No,0.32022803334502187,Low Risk,16139.2
EMP-18968,Sales,2017,Senior,125462,Fully Remote,7,3.0,1,59,No,0.2504001128722482,Low Risk,25092.4
EMP-18969,Engineering,2011,Mid Level,85779,Hybrid,13,3.0,0,48,No,0.42629273997971845,Medium Risk,17155.8
EMP-18970,Finance,2014,Entry Level,45667,Hybrid,10,4.0,0,19,Yes,0.33836479992790713,Low Risk,9133.4
EMP-18971,Finance,2014,Mid Level,86948,Hybrid,10,3.0,1,10,No,0.09780186593446182,Low Risk,17389.600000000002
EMP-18972,HR,2015,Entry Level,48103,Hybrid,9,1.0,0,17,No,0.6447774609749335,Medium Risk,9620.6
EMP-18973,Engineering,2012,Mid Level,82372,Hybrid,12,4.0,1,8,No,0.08458708171674091,Low Risk,16474.4
EMP-18974,Sales,2017,Mid Level,89555,Fully Remote,7,3.0,1,0,No,0.0990508191709197,Low Risk,17911.0
EMP-18975,Sales,2014,Entry Level,45978,Hybrid,10,3.0,0,2,No,0.347532674882984,Low Risk,9195.6
EMP-18976,Sales,2020,Entry Level,52129,Hybrid,4,1.0,2,45,No,0.5659638681065471,Medium Risk,10425.800000000001
EMP-18977,Finance,2014,Mid Level,88892,Hybrid,10,1.0,0,0,No,0.508366749670827,Medium Risk,17778.4
EMP-18978,Marketing,2013,Mid Level,84072,Hybrid,11,4.0,1,2,No,0.08682584955449603,Low Risk,16814.4
EMP-18979,Engineering,2016,Mid Level,80362,Hybrid,8,2.0,1,31,Yes,0.6248544534499901,Medium Risk,16072.400000000001
EMP-18980,Finance,2012,Executive,203057,Never,12,3.0,0,7,Yes,0.34374300865655905,Low Risk,40611.4
EMP-18981,Marketing,2020,Mid Level,88132,Fully Remote,4,4.0,0,15,No,0.22004886745684252,Low Risk,17626.4
EMP-18982,Engineering,2019,Senior,128693,Hybrid,5,3.0,1,13,No,0.09920665102875528,Low Risk,25738.600000000002
EMP-18983,Marketing,2010,Entry Level,51445,Never,14,2.0,0,11,Yes,0.6831808569756036,High Risk,10289.0
EMP-18984,Marketing,2013,Mid Level,80663,Never,11,4.0,0,41,No,0.543542724515105,Medium Risk,16132.6
EMP-18985,HR,2019,Mid Level,88000,Hybrid,5,5.0,0,25,No,0.22679472663153288,Low Risk,17600.0
EMP-18986,Engineering,2012,Mid Level,88355,Hybrid,12,2.0,2,3,No,0.32615243816832673,Low Risk,17671.0
EMP-18987,Sales,2020,Entry Level,45261,Hybrid,4,5.0,0,36,Yes,0.5798439446757132,Medium Risk,9052.2
EMP-18988,Engineering,2022,Senior,132503,Fully Remote,2,3.0,0,3,No,0.1388495470902771,Low Risk,26500.600000000002
EMP-18989,Engineering,2012,Mid Level,80120,Fully Remote,12,3.0,0,10,No,0.22731165823124352,Low Risk,16024.0
EMP-18990,Engineering,2020,Entry Level,50767,Hybrid,4,1.0,1,14,No,0.490151629227454,Medium Risk,10153.400000000001
EMP-18991,Finance,2012,Mid Level,80747,Hybrid,12,4.0,0,4,Yes,0.2596567204512699,Low Risk,16149.400000000001
EMP-18992,Engineering,2013,Entry Level,46411,Fully Remote,11,4.0,2,9,Yes,0.20255501800853679,Low Risk,9282.2
EMP-18993,Sales,2021,Entry Level,50597,Hybrid,3,3.0,0,24,No,0.25481753823111064,Low Risk,10119.400000000001
EMP-18994,Sales,2018,Executive,196830,Never,6,5.0,0,14,No,0.2681308788211909,Low Risk,39366.0
EMP-18995,Engineering,2012,Executive,198826,Never,12,4.0,1,11,Yes,0.2858882256620558,Low Risk,39765.200000000004
EMP-18996,Engineering,2010,Mid Level,83707,Never,14,1.0,0,6,Yes,0.6086754843385674,Medium Risk,16741.4
EMP-18997,Marketing,2021,Entry Level,51085,Fully Remote,3,1.0,0,61,No,0.580041856593461,Medium Risk,10217.0
EMP-18998,Marketing,2016,Entry Level,46900,Hybrid,8,2.0,0,18,No,0.6329387769788167,Medium Risk,9380.0
EMP-18999,Sales,2020,Entry Level,50964,Hybrid,4,2.0,0,39,Yes,0.8060638914951772,High Risk,10192.800000000001
EMP-19000,Marketing,2018,Entry Level,50359,Hybrid,6,1.0,1,10,No,0.4747683178785558,Medium Risk,10071.800000000001
EMP-19001,Sales,2021,Mid Level,89554,Hybrid,3,2.0,0,3,Yes,0.36198701850015447,Medium Risk,17910.8
EMP-19002,Finance,2016,Mid Level,80680,Fully Remote,8,3.0,0,2,Yes,0.27322563250669274,Low Risk,16136.0
EMP-19003,Sales,2015,Senior,127887,Hybrid,9,3.0,1,18,No,0.1031868858923506,Low Risk,25577.4
EMP-19004,HR,2019,Senior,129249,Fully Remote,5,2.0,0,11,No,0.491767484379254,Medium Risk,25849.800000000003
EMP-19005,Sales,2014,Mid Level,89390,Hybrid,10,3.0,0,3,No,0.22879400033756664,Low Risk,17878.0
EMP-19006,Engineering,2012,Mid Level,87737,Never,12,1.0,0,1,Yes,0.6117846176860546,Medium Risk,17547.4
EMP-19007,Marketing,2012,Entry Level,47264,Fully Remote,12,2.0,0,13,No,0.6145025307901555,Medium Risk,9452.800000000001
EMP-19008,Engineering,2019,Mid Level,88638,Hybrid,5,2.0,1,26,Yes,0.4004449094620206,Medium Risk,17727.600000000002
EMP-19009,Marketing,2013,Executive,204800,Never,11,5.0,2,11,No,0.19217370638338577,Low Risk,40960.0
EMP-19010,Marketing,2020,Entry Level,50647,Hybrid,4,5.0,0,9,No,0.3536764981176285,Medium Risk,10129.400000000001
EMP-19011,Marketing,2013,Mid Level,82520,Never,11,5.0,0,121,Yes,0.6090008322940954,Medium Risk,16504.0
EMP-19012,Marketing,2017,Entry Level,50722,Hybrid,7,1.0,0,23,Yes,0.6423704553205739,Medium Risk,10144.400000000001
EMP-19013,Finance,2015,Mid Level,85038,Never,9,3.0,0,16,Yes,0.33162918855366497,Low Risk,17007.600000000002
EMP-19014,Sales,2022,Mid Level,87397,Never,2,2.0,0,10,No,0.35908968479678566,Medium Risk,17479.4
EMP-19015,Engineering,2017,Mid Level,87784,Never,7,4.0,2,6,No,0.13814954138658608,Low Risk,17556.8
EMP-19016,Engineering,2012,Entry Level,45329,Hybrid,12,2.0,0,34,Yes,0.8596820136308593,High Risk,9065.800000000001
EMP-19017,Engineering,2023,Entry Level,45383,Hybrid,1,3.0,2,9,No,0.15793854850233718,Low Risk,9076.6
EMP-19018,Engineering,2021,Mid Level,87392,Hybrid,3,2.0,0,9,No,0.3613283290292111,Medium Risk,17478.4
EMP-19019,Engineering,2010,Senior,134763,Fully Remote,14,3.0,0,35,Yes,0.4597780250107316,Medium Risk,26952.600000000002
EMP-19020,Engineering,2015,Entry Level,54403,Hybrid,9,2.0,0,1,No,0.627906951893937,Medium Risk,10880.6
EMP-19021,Sales,2021,Executive,200872,Hybrid,3,3.0,2,5,No,0.07228915226552578,Low Risk,40174.4
EMP-19022,Engineering,2014,Entry Level,47274,Hybrid,10,1.0,0,15,Yes,0.5953284641403327,Medium Risk,9454.800000000001
EMP-19023,Sales,2017,Mid Level,83238,Never,7,4.0,0,15,Yes,0.31661523207394704,Low Risk,16647.600000000002
EMP-19024,Engineering,2012,Mid Level,87084,Hybrid,12,4.0,0,9,No,0.23023591101804372,Low Risk,17416.8
EMP-19025,Marketing,2012,Senior,125108,Hybrid,12,2.0,0,16,Yes,0.5407602987704077,Medium Risk,25021.600000000002
EMP-19026,Finance,2022,Senior,125214,Hybrid,2,4.0,0,34,Yes,0.3697555097356864,Medium Risk,25042.800000000003
EMP-19027,Marketing,2012,Mid Level,80905,Never,12,3.0,0,3,Yes,0.3519776791110616,Medium Risk,16181.0
EMP-19028,Sales,2011,Entry Level,52938,Hybrid,13,3.0,0,0,Yes,0.3877890741149552,Medium Risk,10587.6
EMP-19029,Sales,2023,Mid Level,80517,Hybrid,1,4.0,1,0,No,0.08411986950735396,Low Risk,16103.400000000001
EMP-19030,Engineering,2013,Mid Level,80803,Hybrid,11,2.0,0,9,Yes,0.5215625661892891,Medium Risk,16160.6
EMP-19031,Engineering,2015,Mid Level,82445,Never,9,2.0,0,8,Yes,0.5706048325348978,Medium Risk,16489.0
EMP-19032,Engineering,2011,Entry Level,52791,Hybrid,13,1.0,0,16,Yes,0.6182197916310901,Medium Risk,10558.2
EMP-19033,Sales,2014,Mid Level,87632,Fully Remote,10,2.0,0,0,Yes,0.5037246793066665,Medium Risk,17526.4
EMP-19034,Sales,2019,Senior,133644,Fully Remote,5,4.0,0,1,No,0.19945619719198734,Low Risk,26728.800000000003
EMP-19035,Finance,2014,Senior,133028,Hybrid,10,4.0,0,11,No,0.2194436937373126,Low Risk,26605.600000000002
EMP-19036,Engineering,2011,Mid Level,86855,Hybrid,13,2.0,1,6,No,0.3182058765557004,Low Risk,17371.0
EMP-19037,Marketing,2010,Mid Level,84271,Fully Remote,14,2.0,0,11,Yes,0.5386417384831027,Medium Risk,16854.2
EMP-19038,HR,2016,Mid Level,81580,Hybrid,8,4.0,1,10,No,0.10163368468503405,Low Risk,16316.0
EMP-19039,Marketing,2017,Entry Level,48221,Hybrid,7,1.0,0,15,No,0.6464298370319164,Medium Risk,9644.2
EMP-19040,Finance,2016,Mid Level,80872,Hybrid,8,3.0,0,3,No,0.2440108531405748,Low Risk,16174.400000000001
EMP-19041,Sales,2014,Mid Level,84673,Hybrid,10,1.0,1,10,No,0.31829697149598457,Low Risk,16934.600000000002
EMP-19042,Engineering,2013,Senior,133326,Hybrid,11,3.0,1,12,No,0.09266301682644355,Low Risk,26665.2
EMP-19043,HR,2023,Entry Level,52112,Hybrid,1,4.0,2,30,No,0.18288805097319494,Low Risk,10422.400000000001
EMP-19044,Marketing,2023,Mid Level,83216,Hybrid,1,3.0,1,22,No,0.08647128610143648,Low Risk,16643.2
EMP-19045,Marketing,2012,Mid Level,82815,Hybrid,12,1.0,1,1,No,0.288925788420362,Low Risk,16563.0
EMP-19046,Sales,2015,Senior,128594,Fully Remote,9,5.0,0,15,No,0.22330719206824884,Low Risk,25718.800000000003
EMP-19047,Sales,2017,Mid Level,80092,Hybrid,7,2.0,0,3,Yes,0.613391087058182,Medium Risk,16018.400000000001
EMP-19048,Engineering,2012,Entry Level,46019,Hybrid,12,1.0,0,32,Yes,0.869679771187512,High Risk,9203.800000000001
EMP-19049,HR,2013,Entry Level,50844,Hybrid,11,1.0,2,6,No,0.4774706979659916,Medium Risk,10168.800000000001
EMP-19050,Marketing,2013,Entry Level,48933,Hybrid,11,4.0,0,16,Yes,0.34729547009584577,Low Risk,9786.6
EMP-19051,Engineering,2018,Entry Level,45839,Hybrid,6,3.0,1,10,No,0.1800307163899163,Low Risk,9167.800000000001
EMP-19052,Engineering,2013,Mid Level,89544,Fully Remote,11,5.0,1,24,No,0.08918275329642646,Low Risk,17908.8
EMP-19053,Marketing,2017,Entry Level,47419,Fully Remote,7,4.0,0,10,Yes,0.35512635441082174,Medium Risk,9483.800000000001
EMP-19054,Sales,2021,Entry Level,49125,Fully Remote,3,3.0,0,26,No,0.25460685530939153,Low Risk,9825.0
EMP-19055,Engineering,2018,Mid Level,84466,Hybrid,6,4.0,0,27,No,0.23177840948257253,Low Risk,16893.2
EMP-19056,Finance,2023,Mid Level,81013,Hybrid,1,2.0,0,18,No,0.3756883204761794,Medium Risk,16202.6
EMP-19057,Sales,2015,Entry Level,53115,Hybrid,9,4.0,0,5,Yes,0.3793056749770022,Medium Risk,10623.0
EMP-19058,Sales,2023,Mid Level,85065,Hybrid,1,4.0,0,3,No,0.11709314502568495,Low Risk,17013.0
EMP-19059,Engineering,2022,Entry Level,49839,Never,2,5.0,1,0,No,0.2760372137050881,Low Risk,9967.800000000001
EMP-19060,Engineering,2011,Entry Level,49362,Hybrid,13,3.0,1,20,No,0.17572028624624114,Low Risk,9872.400000000001
EMP-19061,Sales,2010,Mid Level,85072,Hybrid,14,1.0,0,20,Yes,0.580509154463429,Medium Risk,17014.4
EMP-19062,Sales,2017,Entry Level,48330,Never,7,2.0,0,4,Yes,0.6437998275211356,Medium Risk,9666.0
EMP-19063,Engineering,2016,Entry Level,49831,Hybrid,8,5.0,0,14,No,0.33016648928016346,Low Risk,9966.2
EMP-19064,Engineering,2023,Entry Level,53478,Hybrid,1,4.0,1,9,No,0.19764295662391496,Low Risk,10695.6
EMP-19065,Engineering,2020,Mid Level,89453,Hybrid,4,5.0,1,11,No,0.09471905430031265,Low Risk,17890.600000000002
EMP-19066,HR,2010,Mid Level,84265,Fully Remote,14,1.0,0,0,No,0.5284573254184345,Medium Risk,16853.0
EMP-19067,Engineering,2012,Entry Level,49820,Hybrid,12,2.0,0,11,Yes,0.6069366284028245,Medium Risk,9964.0
EMP-19068,Sales,2021,Entry Level,53609,Hybrid,3,5.0,0,51,Yes,0.5248039715158902,Medium Risk,10721.800000000001
EMP-19069,HR,2015,Entry Level,52998,Hybrid,9,1.0,1,4,No,0.47446543479473113,Medium Risk,10599.6
EMP-19070,Sales,2020,Mid Level,84191,Fully Remote,4,1.0,2,25,No,0.32027208769546456,Low Risk,16838.2
EMP-19071,Sales,2012,Mid Level,82026,Hybrid,12,1.0,2,18,No,0.2977840187576112,Low Risk,16405.2
EMP-19072,Marketing,2010,Entry Level,52886,Never,14,1.0,0,22,Yes,0.7077010401556946,High Risk,10577.2
EMP-19073,Engineering,2017,Entry Level,48416,Hybrid,7,2.0,1,7,No,0.49251539580153186,Medium Risk,9683.2
EMP-19074,Marketing,2014,Entry Level,47648,Hybrid,10,5.0,2,14,No,0.18099720369467107,Low Risk,9529.6
EMP-19075,Sales,2012,Senior,131717,Never,12,5.0,0,7,No,0.2837985905864841,Low Risk,26343.4
EMP-19076,Marketing,2014,Senior,125451,Fully Remote,10,3.0,0,14,Yes,0.23265252197910144,Low Risk,25090.2
EMP-19077,Engineering,2017,Entry Level,54302,Hybrid,7,4.0,0,8,No,0.3433188595944134,Low Risk,10860.400000000001
EMP-19078,Engineering,2012,Entry Level,51277,Hybrid,12,4.0,0,40,Yes,0.5136342987155803,Medium Risk,10255.400000000001
EMP-19079,Engineering,2012,Mid Level,89123,Hybrid,12,3.0,0,17,No,0.2255843231793744,Low Risk,17824.600000000002
EMP-19080,Engineering,2012,Mid Level,86360,Never,12,1.0,0,30,Yes,0.7349692536155937,High Risk,17272.0
EMP-19081,Engineering,2019,Entry Level,52500,Hybrid,5,1.0,2,2,No,0.48232720690303377,Medium Risk,10500.0
EMP-19082,Sales,2011,Entry Level,51770,Hybrid,13,2.0,0,16,Yes,0.6384667282031302,Medium Risk,10354.0
EMP-19083,Marketing,2012,Entry Level,53480,Fully Remote,12,4.0,0,39,Yes,0.5527405245955843,Medium Risk,10696.0
EMP-19084,Sales,2021,Mid Level,81017,Hybrid,3,3.0,2,9,No,0.0770681111131089,Low Risk,16203.400000000001
EMP-19085,Engineering,2013,Senior,129839,Never,11,2.0,0,23,Yes,0.6375962232181523,Medium Risk,25967.800000000003
EMP-19086,HR,2012,Mid Level,81675,Fully Remote,12,4.0,0,10,No,0.24026479313787547,Low Risk,16335.0
EMP-19087,Sales,2010,Mid Level,82124,Fully Remote,14,2.0,0,69,Yes,0.7621044488058716,High Risk,16424.8
EMP-19088,Engineering,2011,Entry Level,54926,Hybrid,13,3.0,1,1,No,0.17724006034726897,Low Risk,10985.2
EMP-19089,Sales,2015,Mid Level,84177,Never,9,4.0,0,12,Yes,0.32777788510906114,Low Risk,16835.4
EMP-19090,Engineering,2021,Entry Level,53004,Fully Remote,3,4.0,1,18,No,0.15022380910542021,Low Risk,10600.800000000001
EMP-19091,Engineering,2021,Entry Level,48336,Never,3,1.0,0,6,No,0.47767286499183614,Medium Risk,9667.2
EMP-19092,Engineering,2022,Mid Level,80818,Fully Remote,2,4.0,0,6,No,0.1258898638963208,Low Risk,16163.6
EMP-19093,Sales,2022,Entry Level,53726,Hybrid,2,3.0,0,1,Yes,0.2949706634257803,Low Risk,10745.2
EMP-19094,Sales,2020,Mid Level,86652,Never,4,1.0,1,5,No,0.3446653402882072,Low Risk,17330.4
EMP-19095,Sales,2022,Mid Level,86462,Fully Remote,2,5.0,0,9,No,0.11483817347695387,Low Risk,17292.4
EMP-19096,Engineering,2010,Entry Level,51096,Hybrid,14,5.0,1,0,No,0.1860788897782072,Low Risk,10219.2
EMP-19097,Engineering,2020,Entry Level,53091,Fully Remote,4,2.0,0,12,Yes,0.6198735342563391,Medium Risk,10618.2
EMP-19098,Engineering,2022,Senior,128849,Hybrid,2,3.0,0,8,No,0.13326821755135007,Low Risk,25769.800000000003
EMP-19099,Engineering,2020,Executive,195631,Hybrid,4,4.0,0,47,No,0.40755946433264306,Medium Risk,39126.200000000004
EMP-19100,Sales,2015,Entry Level,46831,Hybrid,9,4.0,0,8,Yes,0.3721034658136525,Medium Risk,9366.2
EMP-19101,HR,2017,Entry Level,48788,Hybrid,7,5.0,0,1,No,0.3501077121071618,Medium Risk,9757.6
EMP-19102,Engineering,2013,Entry Level,48674,Never,11,2.0,1,18,Yes,0.5139637969973062,Medium Risk,9734.800000000001
EMP-19103,Sales,2015,Mid Level,86691,Hybrid,9,2.0,1,4,Yes,0.35530330889157974,Medium Risk,17338.2
EMP-19104,Engineering,2023,Senior,125955,Hybrid,1,5.0,0,6,No,0.15404577960859464,Low Risk,25191.0
EMP-19105,Engineering,2015,Entry Level,53603,Fully Remote,9,2.0,2,10,Yes,0.5621476504856806,Medium Risk,10720.6
EMP-19106,Engineering,2020,Mid Level,81216,Never,4,2.0,1,9,No,0.35462972646099494,Medium Risk,16243.2
EMP-19107,Finance,2019,Entry Level,49273,Hybrid,5,5.0,1,30,No,0.21429838755184172,Low Risk,9854.6
EMP-19108,Sales,2023,Entry Level,50882,Hybrid,1,1.0,0,5,No,0.49084670700230015,Medium Risk,10176.400000000001
EMP-19109,Finance,2019,Entry Level,49670,Fully Remote,5,3.0,0,4,Yes,0.36300351570665007,Medium Risk,9934.0
EMP-19110,Sales,2023,Entry Level,53886,Hybrid,1,3.0,1,19,No,0.17152231667190063,Low Risk,10777.2
EMP-19111,Engineering,2015,Entry Level,49133,Fully Remote,9,2.0,2,10,Yes,0.5572488328333106,Medium Risk,9826.6
EMP-19112,Engineering,2021,Entry Level,50205,Hybrid,3,1.0,0,0,No,0.44383939573306086,Medium Risk,10041.0
EMP-19113,Marketing,2021,Entry Level,54925,Fully Remote,3,5.0,0,33,Yes,0.48980635745954254,Medium Risk,10985.0
EMP-19114,Engineering,2012,Senior,128574,Hybrid,12,1.0,1,5,No,0.37870570780180307,Medium Risk,25714.800000000003
EMP-19115,Engineering,2021,Entry Level,51724,Never,3,3.0,0,67,No,0.5318480128130372,Medium Risk,10344.800000000001
EMP-19116,Marketing,2015,Entry Level,51645,Never,9,2.0,1,0,Yes,0.6034131009367683,Medium Risk,10329.0
EMP-19117,Engineering,2018,Entry Level,45741,Never,6,3.0,1,2,No,0.2677138453392378,Low Risk,9148.2
EMP-19118,Sales,2023,Senior,128128,Hybrid,1,1.0,0,27,No,0.37306915128986007,Medium Risk,25625.600000000002
EMP-19119,Sales,2022,Entry Level,50653,Fully Remote,2,4.0,0,55,Yes,0.5437402807850242,Medium Risk,10130.6
EMP-19120,Engineering,2020,Entry Level,47148,Never,4,4.0,0,15,No,0.38703765187791767,Medium Risk,9429.6
EMP-19121,HR,2012,Mid Level,89472,Hybrid,12,3.0,1,10,No,0.08506520206753156,Low Risk,17894.4
EMP-19122,Sales,2021,Mid Level,86995,Never,3,2.0,0,14,No,0.3707639532525757,Medium Risk,17399.0
EMP-19123,Sales,2010,Entry Level,51552,Hybrid,14,3.0,0,9,No,0.3772498940983668,Medium Risk,10310.400000000001
EMP-19124,Sales,2010,Mid Level,88991,Never,14,4.0,0,42,Yes,0.5704674679963684,Medium Risk,17798.2
EMP-19125,Marketing,2018,Senior,130679,Hybrid,6,2.0,1,9,Yes,0.3764937713237106,Medium Risk,26135.800000000003
EMP-19126,Marketing,2021,Mid Level,89132,Never,3,1.0,0,6,No,0.360720200243128,Medium Risk,17826.4
EMP-19127,Marketing,2018,Mid Level,81931,Fully Remote,6,2.0,0,0,No,0.49709069887238144,Medium Risk,16386.2
EMP-19128,Finance,2014,Entry Level,53036,Never,10,4.0,2,48,Yes,0.5941530680004654,Medium Risk,10607.2
EMP-19129,Sales,2010,Executive,196374,Hybrid,14,2.0,0,2,Yes,0.5755924728727405,Medium Risk,39274.8
EMP-19130,Sales,2014,Entry Level,54977,Never,10,2.0,1,3,Yes,0.4890909897807413,Medium Risk,10995.400000000001
EMP-19131,Marketing,2021,Mid Level,83275,Hybrid,3,3.0,0,0,No,0.1298902823506205,Low Risk,16655.0
EMP-19132,Marketing,2011,Entry Level,54863,Never,13,2.0,0,9,Yes,0.6928679409571792,High Risk,10972.6
EMP-19133,Sales,2023,Mid Level,83154,Never,1,5.0,0,0,No,0.22784715222588114,Low Risk,16630.8
EMP-19134,Engineering,2020,Mid Level,88576,Fully Remote,4,3.0,0,36,No,0.46379637416653735,Medium Risk,17715.2
EMP-19135,Marketing,2012,Entry Level,52794,Fully Remote,12,2.0,0,6,Yes,0.6331614165614375,Medium Risk,10558.800000000001
EMP-19136,Sales,2022,Senior,134286,Fully Remote,2,5.0,0,16,No,0.1260321522176737,Low Risk,26857.2
EMP-19137,Finance,2014,Mid Level,83210,Never,10,3.0,0,0,No,0.3692733738317849,Medium Risk,16642.0
EMP-19138,Engineering,2011,Senior,126422,Hybrid,13,2.0,0,39,Yes,0.797981093129262,High Risk,25284.4
EMP-19139,Sales,2011,Entry Level,45425,Never,13,3.0,0,0,No,0.40345461245663194,Medium Risk,9085.0
EMP-19140,Engineering,2021,Mid Level,87287,Never,3,3.0,0,4,No,0.2058443720799419,Low Risk,17457.4
EMP-19141,Sales,2012,Mid Level,82313,Never,12,5.0,1,4,Yes,0.23499355200470975,Low Risk,16462.600000000002
EMP-19142,Sales,2015,Mid Level,82873,Hybrid,9,3.0,2,11,No,0.09526514938258947,Low Risk,16574.600000000002
EMP-19143,Engineering,2015,Entry Level,48069,Hybrid,9,4.0,0,2,No,0.33491470532640655,Low Risk,9613.800000000001
EMP-19144,Engineering,2011,Entry Level,45954,Fully Remote,13,3.0,1,31,Yes,0.29835163339760784,Low Risk,9190.800000000001
EMP-19145,Sales,2018,Entry Level,50207,Hybrid,6,2.0,1,12,No,0.4764867039227058,Medium Risk,10041.400000000001
EMP-19146,Finance,2012,Mid Level,86834,Hybrid,12,4.0,0,17,No,0.2169891514269506,Low Risk,17366.8
EMP-19147,Engineering,2015,Mid Level,82126,Never,9,3.0,1,6,No,0.1695628030371725,Low Risk,16425.2
EMP-19148,Sales,2020,Entry Level,45540,Fully Remote,4,2.0,2,4,Yes,0.4542658702367386,Medium Risk,9108.0
EMP-19149,Finance,2014,Entry Level,51535,Hybrid,10,2.0,0,4,Yes,0.6124041070882413,Medium Risk,10307.0
EMP-19150,Engineering,2022,Entry Level,45240,Hybrid,2,1.0,2,13,No,0.3781967025674997,Medium Risk,9048.0
EMP-19151,Engineering,2013,Mid Level,81157,Hybrid,11,4.0,0,20,No,0.23215696285210552,Low Risk,16231.400000000001
EMP-19152,Engineering,2015,Entry Level,50969,Never,9,5.0,1,7,Yes,0.2846646953807227,Low Risk,10193.800000000001
EMP-19153,Engineering,2020,Senior,131359,Hybrid,4,4.0,0,5,No,0.22806411985302588,Low Risk,26271.800000000003
EMP-19154,HR,2015,Entry Level,47551,Hybrid,9,2.0,1,3,No,0.45210914177299394,Medium Risk,9510.2
EMP-19155,Sales,2010,Entry Level,50213,Never,14,3.0,0,1,Yes,0.4083803619117267,Medium Risk,10042.6
EMP-19156,Engineering,2016,Mid Level,81706,Fully Remote,8,5.0,1,25,No,0.09887835805110741,Low Risk,16341.2
EMP-19157,Engineering,2020,Mid Level,84916,Never,4,5.0,0,2,No,0.2946037477646862,Low Risk,16983.2
EMP-19158,Finance,2017,Entry Level,46795,Hybrid,7,3.0,0,17,No,0.3406261896081198,Low Risk,9359.0
EMP-19159,Sales,2021,Mid Level,87217,Hybrid,3,2.0,2,28,Yes,0.44095276394878163,Medium Risk,17443.4
EMP-19160,Engineering,2023,Entry Level,51439,Fully Remote,1,5.0,0,8,No,0.19983257608806262,Low Risk,10287.800000000001
EMP-19161,Engineering,2017,Entry Level,53822,Hybrid,7,5.0,2,3,No,0.20388630309014955,Low Risk,10764.400000000001
EMP-19162,Engineering,2012,Entry Level,50629,Never,12,5.0,1,24,No,0.21693128701106976,Low Risk,10125.800000000001
EMP-19163,HR,2023,Mid Level,87811,Hybrid,1,1.0,0,1,Yes,0.3623962022121718,Medium Risk,17562.2
EMP-19164,Finance,2013,Mid Level,83737,Fully Remote,11,1.0,1,10,No,0.3031599025599498,Low Risk,16747.4
EMP-19165,Engineering,2010,Entry Level,49394,Hybrid,14,2.0,1,15,No,0.4547489944410279,Medium Risk,9878.800000000001
EMP-19166,Engineering,2010,Senior,129740,Fully Remote,14,5.0,0,1,Yes,0.24981610882202815,Low Risk,25948.0
EMP-19167,Engineering,2019,Entry Level,53585,Fully Remote,5,3.0,0,2,No,0.3237452524364157,Low Risk,10717.0
EMP-19168,HR,2023,Entry Level,46649,Hybrid,1,1.0,0,10,Yes,0.5298615727207983,Medium Risk,9329.800000000001
EMP-19169,Engineering,2021,Senior,125286,Never,3,4.0,1,29,Yes,0.20729285425477628,Low Risk,25057.2
EMP-19170,Finance,2016,Mid Level,89113,Hybrid,8,2.0,1,31,No,0.5392855381743902,Medium Risk,17822.600000000002
EMP-19171,Sales,2015,Entry Level,48268,Fully Remote,9,2.0,0,10,Yes,0.655683026760417,High Risk,9653.6
EMP-19172,Sales,2016,Entry Level,48005,Fully Remote,8,5.0,1,9,No,0.1957281137358166,Low Risk,9601.0
