Contract_ID,Close_Date,Sales_Region,Subscription_Tier,Acquisition_Channel,Churn_Risk,Monthly_Recurring_Rev,Customer_Acquisition_Cost,Expected_Lifespan_Months,Total_Contract_Value,Customer_Lifetime_Value,LTV_to_CAC_Ratio
9009450,2023-10-05,North America,Professional,Outbound Sales,Low,1291,3651,39,50349,42796.65,11.72
9007067,2023-10-05,North America,Professional,Outbound Sales,Medium,1211,3187,42,50862,43232.7,13.57
9009142,2023-10-05,APAC,Enterprise,Paid Ads,Medium,4409,1306,42,185178,157401.3,120.52
9000517,2023-10-05,EMEA,Enterprise,Partner Referral,Low,4180,863,39,163020,138567.0,160.56
9008274,2023-10-05,APAC,Starter,Paid Ads,Medium,98,1128,13,1274,1082.8999999999999,0.96
9005190,2023-10-05,North America,Starter,Outbound Sales,Low,100,3335,11,1100,935.0,0.28
9004123,2023-10-05,EMEA,Starter,Paid Ads,Low,106,1009,12,1272,1081.2,1.07
9002751,2023-10-05,North America,Team,Outbound Sales,Medium,395,3244,24,9480,8058.0,2.48
9004408,2023-10-05,APAC,Team,Inbound Organic,Medium,425,484,17,7225,6141.25,12.69
9009635,2023-10-05,LATAM,Team,Paid Ads,Low,385,1302,25,9625,8181.25,6.28
9003612,2023-10-06,APAC,Team,Inbound Organic,Medium,433,506,17,7361,6256.849999999999,12.37
9001987,2023-10-06,APAC,Professional,Partner Referral,Low,1186,797,32,37952,32259.2,40.48
9002643,2023-10-06,EMEA,Starter,Outbound Sales,Medium,105,3681,12,1260,1071.0,0.29
9004801,2023-10-06,LATAM,Enterprise,Outbound Sales,Low,4174,3414,50,208700,177395.0,51.96
9002924,2023-10-06,EMEA,Enterprise,Partner Referral,Low,4435,816,49,217315,184717.75,226.37
9006194,2023-10-06,North America,Team,Outbound Sales,Low,360,2888,17,6120,5202.0,1.8
9000786,2023-10-06,EMEA,Professional,Paid Ads,Low,1106,1404,42,46452,39484.2,28.12
9005482,2023-10-06,North America,Professional,Paid Ads,Low,1123,1082,46,51658,43909.299999999996,40.58
9005554,2023-10-06,North America,Starter,Paid Ads,Low,94,1039,9,846,719.1,0.69
9007672,2023-10-06,LATAM,Enterprise,Inbound Organic,Low,4806,578,61,293166,249191.1,431.13
9001040,2023-10-06,LATAM,Starter,Inbound Organic,Low,105,544,11,1155,981.75,1.8
9000832,2023-10-06,LATAM,Starter,Inbound Organic,Low,98,531,11,1078,916.3,1.73
9006330,2023-10-06,North America,Professional,Inbound Organic,Low,1193,535,27,32211,27379.35,51.18
9005809,2023-10-07,North America,Team,Outbound Sales,Low,389,3027,19,7391,6282.349999999999,2.08
9004433,2023-10-07,EMEA,Professional,Outbound Sales,Medium,1293,2950,32,41376,35169.6,11.92
9008936,2023-10-07,LATAM,Starter,Outbound Sales,Low,106,2855,13,1378,1171.3,0.41
9009720,2023-10-07,North America,Starter,Outbound Sales,Medium,94,4106,9,846,719.1,0.18
9006198,2023-10-07,APAC,Starter,Inbound Organic,Medium,90,590,10,900,765.0,1.3
9000449,2023-10-07,North America,Team,Outbound Sales,Medium,394,3692,19,7486,6363.099999999999,1.72
9001803,2023-10-07,APAC,Team,Outbound Sales,Low,412,3428,30,12360,10506.0,3.06
9001008,2023-10-07,EMEA,Enterprise,Inbound Organic,Low,4138,532,54,223452,189934.19999999998,357.02
9008872,2023-10-07,North America,Starter,Inbound Organic,Low,95,457,8,760,646.0,1.41
9003371,2023-10-07,LATAM,Professional,Partner Referral,Low,1220,929,37,45140,38369.0,41.3
9003422,2023-10-07,North America,Starter,Outbound Sales,High,105,2917,13,1365,1160.25,0.4
9009929,2023-10-07,EMEA,Professional,Outbound Sales,Medium,1154,4322,44,50776,43159.6,9.99
9008007,2023-10-08,EMEA,Professional,Outbound Sales,Low,1117,4266,40,44680,37978.0,8.9
9006580,2023-10-08,North America,Starter,Paid Ads,Low,100,1053,12,1200,1020.0,0.97
9008465,2023-10-08,North America,Team,Outbound Sales,Low,388,4105,30,11640,9894.0,2.41
9009591,2023-10-08,EMEA,Team,Inbound Organic,Low,400,576,28,11200,9520.0,16.53
9002799,2023-10-08,EMEA,Team,Partner Referral,Low,403,818,24,9672,8221.199999999999,10.05
9001428,2023-10-08,APAC,Professional,Partner Referral,Low,1202,860,39,46878,39846.299999999996,46.33
9001054,2023-10-08,North America,Starter,Paid Ads,Low,103,1032,12,1236,1050.6,1.02
9007274,2023-10-08,North America,Enterprise,Inbound Organic,Medium,4089,545,59,241251,205063.35,376.26
9008349,2023-10-08,North America,Professional,Paid Ads,Low,1082,1097,30,32460,27591.0,25.15
9005375,2023-10-08,EMEA,Team,Outbound Sales,Medium,434,3594,24,10416,8853.6,2.46
9005244,2023-10-08,EMEA,Team,Paid Ads,Low,424,1105,20,8480,7208.0,6.52
9008671,2023-10-08,North America,Team,Inbound Organic,High,435,594,23,10005,8504.25,14.32
9000232,2023-10-09,EMEA,Professional,Inbound Organic,Low,1132,624,29,32828,27903.8,44.72
9001010,2023-10-09,EMEA,Professional,Paid Ads,Medium,1083,1398,37,40071,34060.35,24.36
9000681,2023-10-09,LATAM,Starter,Outbound Sales,Medium,94,3659,10,940,799.0,0.22
9009069,2023-10-09,LATAM,Professional,Paid Ads,Low,1109,1174,33,36597,31107.45,26.5
9007853,2023-10-09,LATAM,Starter,Outbound Sales,Low,107,3732,13,1391,1182.35,0.32
9003270,2023-10-09,North America,Professional,Outbound Sales,Low,1308,3817,30,39240,33354.0,8.74
9005256,2023-10-09,North America,Professional,Outbound Sales,Low,1096,3719,34,37264,31674.399999999998,8.52
9004238,2023-10-09,APAC,Professional,Inbound Organic,Low,1246,600,26,32396,27536.6,45.89
9006020,2023-10-09,North America,Team,Inbound Organic,Low,432,537,21,9072,7711.2,14.36
9007539,2023-10-09,LATAM,Professional,Outbound Sales,Low,1255,2970,33,41415,35202.75,11.85
9005686,2023-10-09,North America,Starter,Inbound Organic,Low,92,474,12,1104,938.4,1.98
9008137,2023-10-09,North America,Starter,Partner Referral,Low,106,743,14,1484,1261.3999999999999,1.7
9005627,2023-10-09,APAC,Team,Paid Ads,Medium,424,1307,23,9752,8289.199999999999,6.34
9008053,2023-10-09,EMEA,Team,Inbound Organic,Low,397,427,30,11910,10123.5,23.71
9008020,2023-10-09,EMEA,Starter,Outbound Sales,Medium,105,4121,11,1155,981.75,0.24
9004860,2023-10-09,North America,Professional,Outbound Sales,Low,1234,3897,33,40722,34613.7,8.88
9005941,2023-10-10,North America,Team,Inbound Organic,Low,368,606,26,9568,8132.8,13.42
9002917,2023-10-10,EMEA,Starter,Inbound Organic,Low,102,503,12,1224,1040.3999999999999,2.07
9009954,2023-10-10,APAC,Team,Inbound Organic,Low,382,450,29,11078,9416.3,20.93
9002079,2023-10-10,EMEA,Team,Inbound Organic,Medium,418,569,28,11704,9948.4,17.48
9008576,2023-10-10,North America,Team,Inbound Organic,Low,404,431,30,12120,10302.0,23.9
9009663,2023-10-10,North America,Professional,Paid Ads,Low,1140,1140,32,36480,31008.0,27.2
9008886,2023-10-10,EMEA,Team,Inbound Organic,Medium,431,603,19,8189,6960.65,11.54
9003120,2023-10-10,North America,Professional,Partner Referral,Medium,1298,867,26,33748,28685.8,33.09
9009685,2023-10-10,EMEA,Starter,Paid Ads,Low,102,1169,15,1530,1300.5,1.11
9002397,2023-10-10,North America,Starter,Outbound Sales,Low,104,2840,9,936,795.6,0.28
9004477,2023-10-10,APAC,Team,Inbound Organic,Medium,377,591,27,10179,8652.15,14.64
9000074,2023-10-10,EMEA,Team,Outbound Sales,Low,396,2864,17,6732,5722.2,2.0
9004210,2023-10-10,EMEA,Professional,Outbound Sales,Low,1091,3284,32,34912,29675.2,9.04
9006831,2023-10-10,EMEA,Professional,Partner Referral,Medium,1284,661,44,56496,48021.6,72.65
9009951,2023-10-11,North America,Team,Inbound Organic,High,396,502,23,9108,7741.8,15.42
9003164,2023-10-11,North America,Professional,Inbound Organic,Low,1309,588,30,39270,33379.5,56.77
9004278,2023-10-11,EMEA,Team,Inbound Organic,Low,384,601,27,10368,8812.8,14.66
9001628,2023-10-11,North America,Team,Inbound Organic,Medium,434,512,25,10850,9222.5,18.01
9001669,2023-10-11,EMEA,Starter,Partner Referral,High,99,985,8,792,673.1999999999999,0.68
9003010,2023-10-11,EMEA,Starter,Paid Ads,Low,102,1312,14,1428,1213.8,0.93
9005661,2023-10-11,APAC,Team,Inbound Organic,Low,370,480,22,8140,6919.0,14.41
9000301,2023-10-11,EMEA,Starter,Outbound Sales,Low,108,4181,10,1080,918.0,0.22
9005457,2023-10-11,North America,Starter,Inbound Organic,Low,94,562,9,846,719.1,1.28
9006168,2023-10-11,North America,Professional,Outbound Sales,Low,1208,2864,26,31408,26696.8,9.32
9003808,2023-10-11,EMEA,Starter,Paid Ads,Low,98,1006,12,1176,999.6,0.99
9003943,2023-10-11,North America,Professional,Inbound Organic,Medium,1245,534,32,39840,33864.0,63.42
9008887,2023-10-11,EMEA,Professional,Outbound Sales,Low,1200,3434,27,32400,27540.0,8.02
9009307,2023-10-12,EMEA,Team,Outbound Sales,Low,370,3978,29,10730,9120.5,2.29
9007401,2023-10-12,North America,Team,Outbound Sales,Low,406,3848,22,8932,7592.2,1.97
9000648,2023-10-12,North America,Enterprise,Outbound Sales,Low,4790,3977,45,215550,183217.5,46.07
9005890,2023-10-12,North America,Starter,Paid Ads,Low,91,1115,15,1365,1160.25,1.04
9002898,2023-10-12,EMEA,Enterprise,Partner Referral,High,4783,679,57,272631,231736.35,341.29
9007171,2023-10-12,EMEA,Starter,Inbound Organic,Low,102,549,13,1326,1127.1,2.05
9002762,2023-10-12,North America,Professional,Outbound Sales,Medium,1088,3296,44,47872,40691.2,12.35
9005765,2023-10-12,LATAM,Starter,Partner Referral,Low,96,791,10,960,816.0,1.03
9004765,2023-10-12,North America,Team,Inbound Organic,Low,414,469,26,10764,9149.4,19.51
9009751,2023-10-12,EMEA,Professional,Inbound Organic,Low,1202,574,29,34858,29629.3,51.62
9000708,2023-10-12,North America,Team,Inbound Organic,High,421,489,28,11788,10019.8,20.49
9008118,2023-10-12,APAC,Professional,Inbound Organic,Low,1084,507,33,35772,30406.2,59.97
9003076,2023-10-13,APAC,Starter,Inbound Organic,Low,98,562,12,1176,999.6,1.78
9003137,2023-10-13,North America,Enterprise,Paid Ads,Low,4937,972,58,286346,243394.1,250.41
9005526,2023-10-13,APAC,Starter,Inbound Organic,Low,99,480,13,1287,1093.95,2.28
9000828,2023-10-13,North America,Starter,Paid Ads,Low,106,1038,9,954,810.9,0.78
9007105,2023-10-13,North America,Team,Partner Referral,Low,414,997,22,9108,7741.8,7.77
9003045,2023-10-13,APAC,Starter,Outbound Sales,Low,103,3502,10,1030,875.5,0.25
9009432,2023-10-13,APAC,Starter,Paid Ads,Low,104,1171,11,1144,972.4,0.83
9002517,2023-10-13,APAC,Team,Outbound Sales,Medium,411,4065,26,10686,9083.1,2.23
9000921,2023-10-13,LATAM,Team,Outbound Sales,Low,381,3824,23,8763,7448.55,1.95
9003567,2023-10-13,APAC,Team,Paid Ads,High,374,1040,26,9724,8265.4,7.95
9009672,2023-10-13,North America,Starter,Inbound Organic,Low,92,591,11,1012,860.1999999999999,1.46
9003454,2023-10-13,EMEA,Professional,Partner Referral,Low,1128,960,34,38352,32599.2,33.96
9002160,2023-10-14,EMEA,Team,Outbound Sales,Low,369,3483,22,8118,6900.3,1.98
9006528,2023-10-14,North America,Professional,Outbound Sales,Medium,1086,3940,37,40182,34154.7,8.67
9007313,2023-10-14,North America,Starter,Paid Ads,High,107,1227,8,856,727.6,0.59
9003640,2023-10-14,EMEA,Team,Outbound Sales,Low,419,3483,19,7961,6766.849999999999,1.94
9002008,2023-10-14,APAC,Starter,Paid Ads,Low,92,1382,14,1288,1094.8,0.79
9002776,2023-10-14,APAC,Professional,Inbound Organic,Low,1248,521,26,32448,27580.8,52.94
9004345,2023-10-14,APAC,Professional,Inbound Organic,Low,1100,539,36,39600,33660.0,62.45
9002121,2023-10-14,APAC,Professional,Paid Ads,Low,1305,1061,46,60030,51025.5,48.09
9003737,2023-10-14,North America,Professional,Paid Ads,Low,1115,1250,32,35680,30328.0,24.26
9006280,2023-10-14,North America,Team,Paid Ads,Low,406,1313,23,9338,7937.3,6.05
9005594,2023-10-15,APAC,Starter,Paid Ads,Low,103,1128,15,1545,1313.25,1.16
9006667,2023-10-15,North America,Professional,Outbound Sales,Low,1287,3887,26,33462,28442.7,7.32
9009909,2023-10-15,APAC,Professional,Partner Referral,Low,1247,857,33,41151,34978.35,40.81
9004064,2023-10-15,EMEA,Starter,Outbound Sales,Low,99,3614,15,1485,1262.25,0.35
9005529,2023-10-15,North America,Starter,Partner Referral,Low,94,872,10,940,799.0,0.92
9009179,2023-10-15,APAC,Starter,Paid Ads,Low,91,1253,14,1274,1082.8999999999999,0.86
9001818,2023-10-15,North America,Team,Outbound Sales,Low,428,4182,20,8560,7276.0,1.74
9008250,2023-10-15,APAC,Starter,Outbound Sales,Medium,91,4240,14,1274,1082.8999999999999,0.26
9004721,2023-10-15,North America,Starter,Outbound Sales,Medium,105,4028,11,1155,981.75,0.24
9001066,2023-10-15,APAC,Team,Partner Referral,Low,361,931,23,8303,7057.55,7.58
9001267,2023-10-15,EMEA,Team,Paid Ads,Medium,406,1400,29,11774,10007.9,7.15
9006300,2023-10-15,North America,Team,Inbound Organic,Low,374,468,17,6358,5404.3,11.55
9009743,2023-10-15,EMEA,Enterprise,Inbound Organic,Low,4763,462,50,238150,202427.5,438.15
9009785,2023-10-15,North America,Starter,Inbound Organic,Medium,95,557,9,855,726.75,1.3
9001725,2023-10-15,EMEA,Starter,Inbound Organic,Low,102,549,14,1428,1213.8,2.21
9001339,2023-10-16,North America,Professional,Inbound Organic,Low,1142,497,33,37686,32033.1,64.45
9004941,2023-10-16,North America,Starter,Paid Ads,Medium,92,1234,14,1288,1094.8,0.89
9003011,2023-10-16,North America,Team,Partner Referral,Low,375,728,21,7875,6693.75,9.19
9005819,2023-10-16,North America,Starter,Paid Ads,Low,95,1057,11,1045,888.25,0.84
9004428,2023-10-16,North America,Team,Outbound Sales,Low,423,3393,29,12267,10426.949999999999,3.07
9005977,2023-10-16,APAC,Team,Paid Ads,Medium,405,1301,29,11745,9983.25,7.67
9009488,2023-10-16,APAC,Enterprise,Outbound Sales,Medium,4698,3343,48,225504,191678.4,57.34
9007589,2023-10-16,North America,Professional,Paid Ads,Low,1151,1268,41,47191,40112.35,31.63
9008633,2023-10-16,APAC,Team,Paid Ads,Medium,419,1287,25,10475,8903.75,6.92
9009003,2023-10-16,EMEA,Professional,Paid Ads,Low,1153,1041,26,29978,25481.3,24.48
9005048,2023-10-16,LATAM,Professional,Inbound Organic,Low,1302,530,39,50778,43161.299999999996,81.44
9005245,2023-10-16,LATAM,Team,Outbound Sales,Low,395,4109,20,7900,6715.0,1.63
9006186,2023-10-16,APAC,Starter,Paid Ads,Low,101,1316,11,1111,944.35,0.72
9003140,2023-10-16,EMEA,Enterprise,Outbound Sales,Low,4932,2842,47,231804,197033.4,69.33
9009885,2023-10-16,APAC,Professional,Outbound Sales,Low,1225,4173,44,53900,45815.0,10.98
9006695,2023-10-16,EMEA,Team,Outbound Sales,Low,394,4193,26,10244,8707.4,2.08
9009736,2023-10-17,EMEA,Starter,Paid Ads,Low,89,1429,14,1246,1059.1,0.74
9005893,2023-10-17,North America,Starter,Inbound Organic,Low,89,535,15,1335,1134.75,2.12
9005516,2023-10-17,APAC,Team,Inbound Organic,Low,387,408,25,9675,8223.75,20.16
9005220,2023-10-17,LATAM,Enterprise,Outbound Sales,Medium,4862,3728,46,223652,190104.19999999998,50.99
9006512,2023-10-17,North America,Team,Outbound Sales,Medium,413,2885,25,10325,8776.25,3.04
9005672,2023-10-17,EMEA,Enterprise,Outbound Sales,Low,4481,3451,37,165797,140927.44999999998,40.84
9008423,2023-10-18,North America,Enterprise,Outbound Sales,Low,4664,4088,54,251856,214077.6,52.37
9000928,2023-10-18,APAC,Team,Outbound Sales,Low,433,3877,23,9959,8465.15,2.18
9003712,2023-10-18,North America,Professional,Outbound Sales,Low,1319,2807,40,52760,44846.0,15.98
9001710,2023-10-18,EMEA,Team,Inbound Organic,Low,420,548,23,9660,8211.0,14.98
9001915,2023-10-18,EMEA,Professional,Inbound Organic,Low,1310,539,46,60260,51221.0,95.03
9006444,2023-10-18,North America,Professional,Partner Referral,Low,1200,716,29,34800,29580.0,41.31
9000664,2023-10-18,North America,Team,Inbound Organic,Low,364,497,17,6188,5259.8,10.58
9003987,2023-10-18,EMEA,Starter,Paid Ads,High,94,1348,15,1410,1198.5,0.89
9005062,2023-10-18,EMEA,Professional,Outbound Sales,Low,1299,3875,40,51960,44166.0,11.4
9008687,2023-10-18,APAC,Team,Paid Ads,Medium,408,1378,17,6936,5895.599999999999,4.28
9009581,2023-10-18,North America,Starter,Inbound Organic,High,98,577,9,882,749.6999999999999,1.3
9005453,2023-10-18,North America,Professional,Partner Referral,Low,1300,968,33,42900,36465.0,37.67
9000202,2023-10-18,LATAM,Professional,Inbound Organic,Low,1132,615,37,41884,35601.4,57.89
9000087,2023-10-18,North America,Team,Inbound Organic,Medium,402,506,18,7236,6150.599999999999,12.16
9002373,2023-10-19,APAC,Team,Outbound Sales,Medium,392,2988,25,9800,8330.0,2.79
9000842,2023-10-19,APAC,Starter,Inbound Organic,Medium,106,430,13,1378,1171.3,2.72
9007651,2023-10-19,North America,Starter,Inbound Organic,Low,98,621,14,1372,1166.2,1.88
9008858,2023-10-19,EMEA,Starter,Paid Ads,Low,90,1188,9,810,688.5,0.58
9004666,2023-10-19,North America,Team,Outbound Sales,High,400,4018,29,11600,9860.0,2.45
9003507,2023-10-19,LATAM,Professional,Outbound Sales,Low,1259,3738,38,47842,40665.7,10.88
9002105,2023-10-19,EMEA,Professional,Inbound Organic,Medium,1136,515,32,36352,30899.2,60.0
9006905,2023-10-19,EMEA,Enterprise,Paid Ads,Low,4760,968,53,252280,214438.0,221.53
9002525,2023-10-19,APAC,Professional,Outbound Sales,Low,1314,3024,41,53874,45792.9,15.14
9005875,2023-10-19,EMEA,Starter,Inbound Organic,Low,101,536,14,1414,1201.8999999999999,2.24
9000755,2023-10-19,North America,Team,Partner Referral,Low,375,661,23,8625,7331.25,11.09
9008703,2023-10-20,North America,Team,Inbound Organic,Low,379,616,24,9096,7731.599999999999,12.55
9006768,2023-10-20,EMEA,Team,Inbound Organic,Low,434,433,30,13020,11067.0,25.56
9004150,2023-10-20,North America,Starter,Partner Referral,Low,103,755,15,1545,1313.25,1.74
9002261,2023-10-20,APAC,Team,Outbound Sales,Medium,381,3878,24,9144,7772.4,2.0
9009904,2023-10-20,EMEA,Professional,Inbound Organic,Low,1182,531,35,41370,35164.5,66.22
9007601,2023-10-20,APAC,Team,Outbound Sales,Low,395,3411,29,11455,9736.75,2.85
9006511,2023-10-20,EMEA,Team,Outbound Sales,Low,391,4103,21,8211,6979.349999999999,1.7
9005394,2023-10-20,APAC,Starter,Partner Referral,Low,94,728,13,1222,1038.7,1.43
9001797,2023-10-20,APAC,Team,Inbound Organic,Medium,421,529,23,9683,8230.55,15.56
9008966,2023-10-20,North America,Enterprise,Outbound Sales,Low,4534,3744,41,185894,158009.9,42.2
9009271,2023-10-20,North America,Professional,Inbound Organic,Low,1318,552,39,51402,43691.7,79.15
9004633,2023-10-20,EMEA,Professional,Inbound Organic,Medium,1144,534,25,28600,24310.0,45.52
9002457,2023-10-20,North America,Starter,Outbound Sales,Medium,107,4040,8,856,727.6,0.18
9009733,2023-10-20,LATAM,Team,Paid Ads,Low,373,1403,22,8206,6975.099999999999,4.97
9001400,2023-10-20,EMEA,Starter,Partner Referral,Medium,98,818,12,1176,999.6,1.22
9000917,2023-10-21,North America,Team,Inbound Organic,Low,395,426,22,8690,7386.5,17.34
9004383,2023-10-21,EMEA,Team,Partner Referral,Low,365,746,19,6935,5894.75,7.9
9003539,2023-10-21,APAC,Team,Inbound Organic,Low,383,444,20,7660,6511.0,14.66
9000907,2023-10-21,EMEA,Starter,Outbound Sales,Low,105,3504,12,1260,1071.0,0.31
9006223,2023-10-21,EMEA,Starter,Inbound Organic,Medium,108,599,8,864,734.4,1.23
9000372,2023-10-21,EMEA,Team,Paid Ads,Low,383,1163,27,10341,8789.85,7.56
9006411,2023-10-21,North America,Professional,Paid Ads,Low,1272,1350,39,49608,42166.799999999996,31.23
9005791,2023-10-21,North America,Team,Inbound Organic,Low,436,436,25,10900,9265.0,21.25
9004712,2023-10-21,North America,Team,Inbound Organic,Low,366,619,17,6222,5288.7,8.54
9004409,2023-10-21,North America,Starter,Paid Ads,Medium,92,1370,10,920,782.0,0.57
9001513,2023-10-21,APAC,Starter,Partner Referral,Low,91,695,8,728,618.8,0.89
9005673,2023-10-21,APAC,Professional,Inbound Organic,Medium,1249,468,42,52458,44589.299999999996,95.28
9005540,2023-10-21,EMEA,Starter,Inbound Organic,Low,97,437,14,1358,1154.3,2.64
9008231,2023-10-21,North America,Starter,Inbound Organic,Low,102,514,11,1122,953.6999999999999,1.86
9005777,2023-10-22,APAC,Team,Paid Ads,High,377,997,23,8671,7370.349999999999,7.39
9005703,2023-10-22,EMEA,Enterprise,Outbound Sales,Low,4563,3877,53,241839,205563.15,53.02
9003724,2023-10-22,EMEA,Starter,Inbound Organic,Low,101,551,14,1414,1201.8999999999999,2.18
9003339,2023-10-22,EMEA,Team,Paid Ads,Low,371,1158,29,10759,9145.15,7.9
9007431,2023-10-22,North America,Team,Paid Ads,Low,382,1378,21,8022,6818.7,4.95
9003166,2023-10-22,EMEA,Starter,Inbound Organic,Medium,96,405,15,1440,1224.0,3.02
9002281,2023-10-22,North America,Team,Outbound Sales,Low,400,3454,28,11200,9520.0,2.76
9000458,2023-10-22,APAC,Team,Partner Referral,Medium,429,781,20,8580,7293.0,9.34
9002965,2023-10-22,EMEA,Starter,Inbound Organic,Medium,105,481,11,1155,981.75,2.04
9002334,2023-10-22,EMEA,Starter,Outbound Sales,Low,105,3234,8,840,714.0,0.22
9005531,2023-10-22,EMEA,Starter,Inbound Organic,Low,96,510,12,1152,979.1999999999999,1.92
9002021,2023-10-22,North America,Enterprise,Inbound Organic,High,4122,611,52,214344,182192.4,298.19
9001069,2023-10-22,North America,Team,Partner Referral,Low,431,970,27,11637,9891.449999999999,10.2
9007168,2023-10-22,North America,Team,Inbound Organic,Low,379,501,23,8717,7409.45,14.79
9009217,2023-10-23,EMEA,Team,Inbound Organic,Low,433,545,28,12124,10305.4,18.91
9003465,2023-10-23,North America,Enterprise,Inbound Organic,Medium,4924,574,47,231428,196713.8,342.71
9007271,2023-10-23,North America,Starter,Paid Ads,Low,89,1287,10,890,756.5,0.59
9004978,2023-10-23,North America,Professional,Partner Referral,Low,1242,902,33,40986,34838.1,38.62
9009378,2023-10-23,North America,Enterprise,Outbound Sales,Low,4779,4238,58,277182,235604.69999999998,55.59
9008787,2023-10-23,North America,Starter,Outbound Sales,Low,101,3988,12,1212,1030.2,0.26
9002570,2023-10-23,North America,Starter,Outbound Sales,Low,95,3550,14,1330,1130.5,0.32
9005347,2023-10-23,North America,Team,Inbound Organic,Low,397,468,29,11513,9786.05,20.91
9000587,2023-10-23,North America,Team,Inbound Organic,Low,395,595,23,9085,7722.25,12.98
9001167,2023-10-23,EMEA,Professional,Partner Referral,Low,1311,847,37,48507,41230.95,48.68
9000573,2023-10-23,EMEA,Professional,Partner Referral,High,1270,976,44,55880,47498.0,48.67
9004236,2023-10-23,EMEA,Professional,Paid Ads,Medium,1106,1251,31,34286,29143.1,23.3
9004101,2023-10-23,EMEA,Starter,Outbound Sales,Low,93,3726,11,1023,869.55,0.23
9007866,2023-10-23,APAC,Starter,Outbound Sales,Low,93,3854,12,1116,948.6,0.25
9007367,2023-10-23,APAC,Professional,Inbound Organic,Low,1112,471,35,38920,33082.0,70.24
9004670,2023-10-23,LATAM,Professional,Outbound Sales,Low,1197,3456,41,49077,41715.45,12.07
9002358,2023-10-23,APAC,Professional,Inbound Organic,Low,1086,490,31,33666,28616.1,58.4
9002360,2023-10-23,North America,Starter,Inbound Organic,Low,89,455,15,1335,1134.75,2.49
9007644,2023-10-23,North America,Professional,Paid Ads,Medium,1273,1042,46,58558,49774.299999999996,47.77
9007587,2023-10-23,EMEA,Professional,Inbound Organic,High,1188,610,37,43956,37362.6,61.25
9005267,2023-10-23,APAC,Professional,Inbound Organic,Low,1273,435,30,38190,32461.5,74.62
9001730,2023-10-24,North America,Starter,Paid Ads,Low,96,1415,11,1056,897.6,0.63
9006428,2023-10-24,LATAM,Enterprise,Outbound Sales,High,4406,2927,59,259954,220960.9,75.49
9007759,2023-10-24,APAC,Team,Inbound Organic,Medium,374,578,21,7854,6675.9,11.55
9005485,2023-10-24,EMEA,Team,Partner Referral,Low,367,837,17,6239,5303.15,6.34
9007826,2023-10-24,North America,Team,Outbound Sales,Low,363,3077,30,10890,9256.5,3.01
9006755,2023-10-24,APAC,Team,Inbound Organic,Low,362,456,24,8688,7384.8,16.19
9006138,2023-10-24,North America,Professional,Inbound Organic,Low,1161,401,33,38313,32566.05,81.21
9008459,2023-10-24,EMEA,Starter,Outbound Sales,Low,91,2857,12,1092,928.1999999999999,0.32
9006546,2023-10-24,EMEA,Professional,Partner Referral,Low,1308,970,41,53628,45583.799999999996,46.99
9003981,2023-10-24,APAC,Professional,Partner Referral,Medium,1317,970,39,51363,43658.549999999996,45.01
9008682,2023-10-24,North America,Team,Paid Ads,Low,377,1167,28,10556,8972.6,7.69
9006871,2023-10-24,LATAM,Team,Inbound Organic,Low,411,483,30,12330,10480.5,21.7
9008334,2023-10-24,EMEA,Starter,Partner Referral,Low,107,976,10,1070,909.5,0.93
9001149,2023-10-24,LATAM,Starter,Inbound Organic,Low,100,568,13,1300,1105.0,1.95
9006458,2023-10-25,North America,Enterprise,Partner Referral,Low,4249,731,57,242193,205864.05,281.62
9007136,2023-10-25,LATAM,Team,Outbound Sales,Medium,387,4094,19,7353,6250.05,1.53
9005713,2023-10-25,EMEA,Team,Inbound Organic,Low,380,561,16,6080,5168.0,9.21
9003212,2023-10-25,APAC,Team,Partner Referral,Low,406,714,30,12180,10353.0,14.5
9003193,2023-10-25,EMEA,Starter,Inbound Organic,Medium,90,531,15,1350,1147.5,2.16
9006585,2023-10-25,North America,Starter,Inbound Organic,Low,100,521,10,1000,850.0,1.63
9007076,2023-10-25,LATAM,Starter,Inbound Organic,Low,101,576,14,1414,1201.8999999999999,2.09
9000352,2023-10-25,North America,Team,Inbound Organic,Low,403,474,22,8866,7536.099999999999,15.9
9007788,2023-10-25,LATAM,Professional,Outbound Sales,Low,1218,3413,44,53592,45553.2,13.35
9003574,2023-10-25,North America,Starter,Partner Referral,Medium,104,889,8,832,707.1999999999999,0.8
9008840,2023-10-25,North America,Team,Outbound Sales,High,405,3468,30,12150,10327.5,2.98
9001453,2023-10-26,EMEA,Team,Outbound Sales,Medium,368,2942,26,9568,8132.8,2.76
9006754,2023-10-26,EMEA,Team,Inbound Organic,Medium,380,536,24,9120,7752.0,14.46
9001169,2023-10-26,APAC,Enterprise,Partner Referral,High,4390,830,62,272180,231353.0,278.74
9009603,2023-10-26,EMEA,Professional,Inbound Organic,Medium,1296,581,31,40176,34149.6,58.78
9005695,2023-10-26,LATAM,Starter,Outbound Sales,Low,98,3785,14,1372,1166.2,0.31
9002637,2023-10-26,North America,Starter,Inbound Organic,Low,101,436,10,1010,858.5,1.97
9000437,2023-10-26,North America,Team,Inbound Organic,High,369,550,25,9225,7841.25,14.26
9004635,2023-10-26,EMEA,Team,Inbound Organic,Medium,405,521,28,11340,9639.0,18.5
9001613,2023-10-26,North America,Starter,Inbound Organic,Low,89,564,12,1068,907.8,1.61
